Date,HH,Price
2021-01-20 00:00:00,1,28.78022
2021-01-20 00:00:00,2,27.92108
2021-01-20 00:00:00,3,28.0
2021-01-20 00:00:00,4,28.7782
2021-01-20 00:00:00,5,29.2
2021-01-20 00:00:00,6,32.30148
2021-01-20 00:00:00,7,41.12689
2021-01-20 00:00:00,8,42.79037
2021-01-20 00:00:00,9,31.02559
2021-01-20 00:00:00,10,19.84561
2021-01-20 00:00:00,11,16.60949
2021-01-20 00:00:00,12,15.09641
2021-01-20 00:00:00,13,13.83889
2021-01-20 00:00:00,14,15.21427
2021-01-20 00:00:00,15,19.99415
2021-01-20 00:00:00,16,28.56916
2021-01-20 00:00:00,17,39.7804
2021-01-20 00:00:00,18,48.26796
2021-01-20 00:00:00,19,43.89976
2021-01-20 00:00:00,20,41.54315
2021-01-20 00:00:00,21,40.78663
2021-01-20 00:00:00,22,38.00435
2021-01-20 00:00:00,23,33.40537
2021-01-20 00:00:00,24,31.69
2021-01-21 00:00:00,1,30.25763
2021-01-21 00:00:00,2,29.74571
2021-01-21 00:00:00,3,29.2
2021-01-21 00:00:00,4,28.83052
2021-01-21 00:00:00,5,30.31387
2021-01-21 00:00:00,6,36.94146
2021-01-21 00:00:00,7,41.82173
2021-01-21 00:00:00,8,42.44233
2021-01-21 00:00:00,9,30.15198
2021-01-21 00:00:00,10,17.82724
2021-01-21 00:00:00,11,18.01218
2021-01-21 00:00:00,12,14.27324
2021-01-21 00:00:00,13,10.89063
2021-01-21 00:00:00,14,10.51093
2021-01-21 00:00:00,15,12.91185
2021-01-21 00:00:00,16,25.68865
2021-01-21 00:00:00,17,37.96515
2021-01-21 00:00:00,18,45.0
2021-01-21 00:00:00,19,43.42157
2021-01-21 00:00:00,20,39.32189
2021-01-21 00:00:00,21,37.80153
2021-01-21 00:00:00,22,37.2461
2021-01-21 00:00:00,23,31.91781
2021-01-21 00:00:00,24,31.41592
2021-01-22 00:00:00,1,28.77747
2021-01-22 00:00:00,2,28.14282
2021-01-22 00:00:00,3,27.52167
2021-01-22 00:00:00,4,28.08761
2021-01-22 00:00:00,5,27.76869
2021-01-22 00:00:00,6,30.06644
2021-01-22 00:00:00,7,38.55771
2021-01-22 00:00:00,8,39.19522
2021-01-22 00:00:00,9,31.39291
2021-01-22 00:00:00,10,25.8773
2021-01-22 00:00:00,11,22.91331
2021-01-22 00:00:00,12,20.38495
2021-01-22 00:00:00,13,18.70211
2021-01-22 00:00:00,14,18.06685
2021-01-22 00:00:00,15,21.57593
2021-01-22 00:00:00,16,29.03142
2021-01-22 00:00:00,17,37.59645
2021-01-22 00:00:00,18,42.92945
2021-01-22 00:00:00,19,42.27857
2021-01-22 00:00:00,20,38.40506
2021-01-22 00:00:00,21,37.21051
2021-01-22 00:00:00,22,36.03096
2021-01-22 00:00:00,23,31.27191
2021-01-22 00:00:00,24,29.96285
2021-01-23 00:00:00,1,30.02613
2021-01-23 00:00:00,2,29.9436
2021-01-23 00:00:00,3,28.37953
2021-01-23 00:00:00,4,29.0965
2021-01-23 00:00:00,5,29.2222
2021-01-23 00:00:00,6,30.70092
2021-01-23 00:00:00,7,38.14461
2021-01-23 00:00:00,8,38.40596
2021-01-23 00:00:00,9,29.76219
2021-01-23 00:00:00,10,27.12293
2021-01-23 00:00:00,11,25.03034
2021-01-23 00:00:00,12,22.67737
2021-01-23 00:00:00,13,20.41434
2021-01-23 00:00:00,14,19.90765
2021-01-23 00:00:00,15,22.23595
2021-01-23 00:00:00,16,27.6807
2021-01-23 00:00:00,17,37.34731
2021-01-23 00:00:00,18,45.96707
2021-01-23 00:00:00,19,43.57172
2021-01-23 00:00:00,20,42.25546
2021-01-23 00:00:00,21,38.77638
2021-01-23 00:00:00,22,38.73138
2021-01-23 00:00:00,23,35.21456
2021-01-23 00:00:00,24,30.21699
2021-01-24 00:00:00,1,30.80475
2021-01-24 00:00:00,2,29.59566
2021-01-24 00:00:00,3,29.62655
2021-01-24 00:00:00,4,29.63304
2021-01-24 00:00:00,5,31.17595
2021-01-24 00:00:00,6,32.78725
2021-01-24 00:00:00,7,37.31307
2021-01-24 00:00:00,8,33.29059
2021-01-24 00:00:00,9,25.30239
2021-01-24 00:00:00,10,17.32284
2021-01-24 00:00:00,11,11.12557
